Histórico;Solicitante;Órgáo;Despacho;Horas Voadas;Aeronave;Número DB;Base;Data;Órgáos;Origem;Destino;Nome;Cargo/Função;Órgáo
Agenda Oficial do Governador do Estado de Minas Gerais: - Participação na cerimônia do laná§amento da Pedra Fundamental do Memorial á s Vítimas do Rompimento da Barragem da Mina Córrego do Feijáo e sobrevoo na Regiáo Metropolitana de Belo Horizonte.;;;PLANEJADA;;Dauphin - PR-DTG;;;25/01/2020;;BRUMADINHO;BELO HORIZONTE;Andreza Gischewski Costa;Assessora de Imprensa do Governo de Minas Gerais;Secretaria-Geral do Estado de Minas Gerais
Agenda Oficial do Governador do Estado de Minas Gerais: - Participação na cerimônia do laná§amento da Pedra Fundamental do Memorial á s Vítimas do Rompimento da Barragem da Mina Córrego do Feijáo e sobrevoo na Regiáo Metropolitana de Belo Horizonte.;;;PLANEJADA;;Dauphin - PR-DTG;;;25/01/2020;;BRUMADINHO;BELO HORIZONTE;Catharina Scarpellini Zema;Filha do Governador Romeu Zema;Filha do Governador
Agenda Oficial do Governador do Estado de Minas Gerais: - Participação na cerimônia do laná§amento da Pedra Fundamental do Memorial á s Vítimas do Rompimento da Barragem da Mina Córrego do Feijáo e sobrevoo na Regiáo Metropolitana de Belo Horizonte.;;;PLANEJADA;;Dauphin - PR-DTG;;;25/01/2020;;BRUMADINHO;BELO HORIZONTE;Cel BM Edgar Estevo da Silva;Comandante-Geral CBMMG;Corpo de Bombeiros Militar do Estado de Minas Gerais
Agenda Oficial do Governador do Estado de Minas Gerais: - Participação na cerimônia do laná§amento da Pedra Fundamental do Memorial á s Vítimas do Rompimento da Barragem da Mina Córrego do Feijáo e sobrevoo na Regiáo Metropolitana de Belo Horizonte.;;;PLANEJADA;;Dauphin - PR-DTG;;;25/01/2020;;BRUMADINHO;BELO HORIZONTE;Cel PM Rodrigo Sousa Rodrigues;Chefe do Gabinete Militar do Governador/CEDEC;Gabiente Militar do Governador
Agenda Oficial do Governador do Estado de Minas Gerais: - Participação na cerimônia do laná§amento da Pedra Fundamental do Memorial á s Vítimas do Rompimento da Barragem da Mina Córrego do Feijáo e sobrevoo na Regiáo Metropolitana de Belo Horizonte.;;;PLANEJADA;;Dauphin - PR-DTG;;;25/01/2020;;BRUMADINHO;BELO HORIZONTE;Equipe de Segurança;-;
Agenda Oficial do Governador do Estado de Minas Gerais: - Participação na cerimônia do laná§amento da Pedra Fundamental do Memorial á s Vítimas do Rompimento da Barragem da Mina Córrego do Feijáo e sobrevoo na Regiáo Metropolitana de Belo Horizonte.;;;PLANEJADA;;Dauphin - PR-DTG;;;25/01/2020;;BRUMADINHO;BELO HORIZONTE;Romeu Zema Neto;Governador do Estado de Minas Gerais;Secretaria-Geral do Estado de Minas Gerais
Agenda Oficial do Governador do Estado de Minas Gerais: - Participação na abertura da 14ª edição da Feira de Móveis de Minas Gerais (Femur) e reuniáo com empresários da regiáo  em Ubá - MG.;;;PLANEJADA;;King Air - PR-OSO;;;20/01/2020;;BELO HORIZONTE;GOIANÁ - MG;André Valadares da Cruz;Cinegrafista;Secretaria-Geral do Estado de Minas Gerais
Agenda Oficial do Governador do Estado de Minas Gerais: - Participação na abertura da 14ª edição da Feira de Móveis de Minas Gerais (Femur) e reuniáo com empresários da regiáo  em Ubá - MG.;;;PLANEJADA;;King Air - PR-OSO;;;20/01/2020;;BELO HORIZONTE;GOIANÁ - MG;Andreza Gischewski Costa;Assessora de Imprensa do Governo de Minas Gerais;Secretaria-Geral do Estado de Minas Gerais
Agenda Oficial do Governador do Estado de Minas Gerais: - Participação na abertura da 14ª edição da Feira de Móveis de Minas Gerais (Femur) e reuniáo com empresários da regiáo  em Ubá - MG.;;;PLANEJADA;;King Air - PR-OSO;;;20/01/2020;;BELO HORIZONTE;GOIANÁ - MG;Equipe de Segurança;-;
Agenda Oficial do Governador do Estado de Minas Gerais: - Participação na abertura da 14ª edição da Feira de Móveis de Minas Gerais (Femur) e reuniáo com empresários da regiáo  em Ubá - MG.;;;PLANEJADA;;King Air - PR-OSO;;;20/01/2020;;BELO HORIZONTE;GOIANÁ - MG;Fernando Passalio de Avelar;Secretário Adjunto;Secretaria de Estado de Desenvolvimento Econômico
Agenda Oficial do Governador do Estado de Minas Gerais: - Participação na abertura da 14ª edição da Feira de Móveis de Minas Gerais (Femur) e reuniáo com empresários da regiáo  em Ubá - MG.;;;PLANEJADA;;King Air - PR-OSO;;;20/01/2020;;BELO HORIZONTE;GOIANÁ - MG;Flávio Roscoe Nogueira;Presidente da FIEMG;FIEMG - Federação das Indústrias MG
Agenda Oficial do Governador do Estado de Minas Gerais: - Participação na abertura da 14ª edição da Feira de Móveis de Minas Gerais (Femur) e reuniáo com empresários da regiáo  em Ubá - MG.;;;PLANEJADA;;King Air - PR-OSO;;;20/01/2020;;BELO HORIZONTE;GOIANÁ - MG;Romeu Zema Neto;Governador do Estado de Minas Gerais;Secretaria-Geral do Estado de Minas Gerais
"Agenda Oficial do Governador do Estado de Minas Gerais: - Visita e sobrevoo nas regiões afetadas pelas chuvas  em Governador Valadares - MG; - Reunião para discutir sobre os recursos que seráo liberados pelo Governo Federal em Brasília - DF.";;;PLANEJADA;;Citation - PT-MGS;;;29/01/2020;;BELO HORIZONTE;Governador Valadares / Brasília / Confins - MG / DF;Andreza Gischewski Costa;Assessora de Imprensa do Governo de Minas Gerais;Secretaria-Geral do Estado de Minas Gerais
"Agenda Oficial do Governador do Estado de Minas Gerais: - Visita e sobrevoo nas regiões afetadas pelas chuvas  em Governador Valadares - MG; - Reunião para discutir sobre os recursos que seráo liberados pelo Governo Federal em Brasília - DF.";;;PLANEJADA;;Citation - PT-MGS;;;30/01/2020;;BELO HORIZONTE;Governador Valadares / Brasília / Confins - MG / DF;Andreza Gischewski Costa;Assessora de Imprensa do Governo de Minas Gerais;Secretaria-Geral do Estado de Minas Gerais
"Agenda Oficial do Governador do Estado de Minas Gerais: - Visita e sobrevoo nas regiões afetadas pelas chuvas  em Governador Valadares - MG; - Reunião para discutir sobre os recursos que seráo liberados pelo Governo Federal em Brasília - DF.";;;PLANEJADA;;Citation - PT-MGS;;;29/01/2020;;BELO HORIZONTE;Governador Valadares / Brasília / Confins - MG / DF;Carolina Abreu de Sousa;Assessora de Imprensa do Governo de Minas Gerais;Secretaria-Geral do Estado de Minas Gerais
"Agenda Oficial do Governador do Estado de Minas Gerais: - Visita e sobrevoo nas regiões afetadas pelas chuvas  em Governador Valadares - MG; - Reunião para discutir sobre os recursos que seráo liberados pelo Governo Federal em Brasília - DF.";;;PLANEJADA;;Citation - PT-MGS;;;30/01/2020;;BELO HORIZONTE;Governador Valadares / Brasília / Confins - MG / DF;Carolina Abreu de Sousa;Assessora de Imprensa do Governo de Minas Gerais;Secretaria-Geral do Estado de Minas Gerais
"Agenda Oficial do Governador do Estado de Minas Gerais: - Visita e sobrevoo nas regiões afetadas pelas chuvas  em Governador Valadares - MG; - Reunião para discutir sobre os recursos que seráo liberados pelo Governo Federal em Brasília - DF.";;;PLANEJADA;;Citation - PT-MGS;;;29/01/2020;;BELO HORIZONTE;Governador Valadares / Brasília / Confins - MG / DF;Cel PM Rodrigo Sousa Rodrigues;Chefe do Gabinete Militar do Governador/CEDEC;Gabiente Militar do Governador
"Agenda Oficial do Governador do Estado de Minas Gerais: - Visita e sobrevoo nas regiões afetadas pelas chuvas  em Governador Valadares - MG; - Reunião para discutir sobre os recursos que seráo liberados pelo Governo Federal em Brasília - DF.";;;PLANEJADA;;Citation - PT-MGS;;;30/01/2020;;BELO HORIZONTE;Governador Valadares / Brasília / Confins - MG / DF;Cel PM Rodrigo Sousa Rodrigues;Chefe do Gabinete Militar do Governador/CEDEC;Gabiente Militar do Governador
"Agenda Oficial do Governador do Estado de Minas Gerais: - Visita e sobrevoo nas regiões afetadas pelas chuvas  em Governador Valadares - MG; - Reunião para discutir sobre os recursos que seráo liberados pelo Governo Federal em Brasília - DF.";;;PLANEJADA;;Citation - PT-MGS;;;29/01/2020;;BELO HORIZONTE;Governador Valadares / Brasília / Confins - MG / DF;Celise Barreiros Laviola Cabral de Lira;Deputado Estadual;Assembleia Legislativa de Minas Gerais
"Agenda Oficial do Governador do Estado de Minas Gerais: - Visita e sobrevoo nas regiões afetadas pelas chuvas  em Governador Valadares - MG; - Reunião para discutir sobre os recursos que seráo liberados pelo Governo Federal em Brasília - DF.";;;PLANEJADA;;Citation - PT-MGS;;;30/01/2020;;BELO HORIZONTE;Governador Valadares / Brasília / Confins - MG / DF;Celise Barreiros Laviola Cabral de Lira;Deputado Estadual;Assembleia Legislativa de Minas Gerais
"Agenda Oficial do Governador do Estado de Minas Gerais: - Visita e sobrevoo nas regiões afetadas pelas chuvas  em Governador Valadares - MG; - Reunião para discutir sobre os recursos que seráo liberados pelo Governo Federal em Brasília - DF.";;;PLANEJADA;;Citation - PT-MGS;;;29/01/2020;;BELO HORIZONTE;Governador Valadares / Brasília / Confins - MG / DF;Elizabeth Jucá e Mello Jacometti;Secretário de Estado;Secretaria de Estado de Desenvolvimento Social
"Agenda Oficial do Governador do Estado de Minas Gerais: - Visita e sobrevoo nas regiões afetadas pelas chuvas  em Governador Valadares - MG; - Reunião para discutir sobre os recursos que seráo liberados pelo Governo Federal em Brasília - DF.";;;PLANEJADA;;Citation - PT-MGS;;;30/01/2020;;BELO HORIZONTE;Governador Valadares / Brasília / Confins - MG / DF;Elizabeth Jucá e Mello Jacometti;Secretário de Estado;Secretaria de Estado de Desenvolvimento Social
"Agenda Oficial do Governador do Estado de Minas Gerais: - Visita e sobrevoo nas regiões afetadas pelas chuvas  em Governador Valadares - MG; - Reunião para discutir sobre os recursos que seráo liberados pelo Governo Federal em Brasília - DF.";;;PLANEJADA;;Citation - PT-MGS;;;29/01/2020;;BELO HORIZONTE;Governador Valadares / Brasília / Confins - MG / DF;Equipe de Segurança;-;
"Agenda Oficial do Governador do Estado de Minas Gerais: - Visita e sobrevoo nas regiões afetadas pelas chuvas  em Governador Valadares - MG; - Reunião para discutir sobre os recursos que seráo liberados pelo Governo Federal em Brasília - DF.";;;PLANEJADA;;Citation - PT-MGS;;;30/01/2020;;BELO HORIZONTE;Governador Valadares / Brasília / Confins - MG / DF;Equipe de Segurança;-;
"Agenda Oficial do Governador do Estado de Minas Gerais: - Visita e sobrevoo nas regiões afetadas pelas chuvas  em Governador Valadares - MG; - Reunião para discutir sobre os recursos que seráo liberados pelo Governo Federal em Brasília - DF.";;;PLANEJADA;;Citation - PT-MGS;;;29/01/2020;;BELO HORIZONTE;Governador Valadares / Brasília / Confins - MG / DF;Romeu Zema Neto;Governador do Estado de Minas Gerais;Secretaria-Geral do Estado de Minas Gerais
"Agenda Oficial do Governador do Estado de Minas Gerais: - Visita e sobrevoo nas regiões afetadas pelas chuvas  em Governador Valadares - MG; - Reunião para discutir sobre os recursos que seráo liberados pelo Governo Federal em Brasília - DF.";;;PLANEJADA;;Citation - PT-MGS;;;30/01/2020;;BELO HORIZONTE;Governador Valadares / Brasília / Confins - MG / DF;Romeu Zema Neto;Governador do Estado de Minas Gerais;Secretaria-Geral do Estado de Minas Gerais
Agenda Oficial do Governador do Estado de Minas Gerais: - Visita nas regiões afetadas pelas chuvas para avaliaçãµes dos danos causados  em Manhuaá§u - MG.;;;PLANEJADA;;King Air - PT-WGS;;;26/01/2020;;BELO HORIZONTE;MANHUAÇU;Agostinho Célio Andrade Patrus;Deputado Estadual;Assembleia Legislativa de Minas Gerais
Agenda Oficial do Governador do Estado de Minas Gerais: - Visita nas regiões afetadas pelas chuvas para avaliaçãµes dos danos causados  em Manhuaá§u - MG.;;;PLANEJADA;;King Air - PT-WGS;;;26/01/2020;;BELO HORIZONTE;MANHUAÇU;Antônio Sérgio Tonet;Procurador Geral de Justiça de Minas Gerais;Ministério Público de Minas Gerais
Agenda Oficial do Governador do Estado de Minas Gerais: - Visita nas regiões afetadas pelas chuvas para avaliaçãµes dos danos causados  em Manhuaá§u - MG.;;;PLANEJADA;;King Air - PT-WGS;;;26/01/2020;;BELO HORIZONTE;MANHUAÇU;Equipe de Segurança;-;
Agenda Oficial do Governador do Estado de Minas Gerais: - Visita nas regiões afetadas pelas chuvas para avaliaçãµes dos danos causados  em Manhuaá§u - MG.;;;PLANEJADA;;King Air - PT-WGS;;;26/01/2020;;BELO HORIZONTE;MANHUAÇU;Gen EB Mário Lúcio Alves de Araújo;Secretário de Estado;Secretário de Estado de Justiça e Segurança Pública
Agenda Oficial do Governador do Estado de Minas Gerais: - Visita nas regiões afetadas pelas chuvas para avaliaçãµes dos danos causados  em Manhuaá§u - MG.;;;PLANEJADA;;King Air - PT-WGS;;;26/01/2020;;BELO HORIZONTE;MANHUAÇU;Igor Mascarenhas Eto;Secretário de Estado;Secretaria-Geral do Estado de Minas Gerais
Agenda Oficial do Governador do Estado de Minas Gerais: - Visita nas regiões afetadas pelas chuvas para avaliaçãµes dos danos causados  em Manhuaá§u - MG.;;;PLANEJADA;;King Air - PT-WGS;;;26/01/2020;;BELO HORIZONTE;MANHUAÇU;Joáo Lúcio Magalháes Bifano;Deputado Estadual;Assembleia Legislativa de Minas Gerais
Agenda Oficial do Governador do Estado de Minas Gerais: - Visita nas regiões afetadas pelas chuvas para avaliaçãµes dos danos causados  em Manhuaá§u - MG.;;;PLANEJADA;;King Air - PT-WGS;;;26/01/2020;;BELO HORIZONTE;MANHUAÇU;Mariana de Oliveira Pimentel;Chefe da Assessoria Executiva do Governador;
Agenda Oficial do Governador do Estado de Minas Gerais: - Visita nas regiões afetadas pelas chuvas para avaliaçãµes dos danos causados  em Manhuaá§u - MG.;;;PLANEJADA;;King Air - PT-WGS;;;26/01/2020;;BELO HORIZONTE;MANHUAÇU;Nelson Missias de Morais;Desembargador/Presidente do TJMG;Tribunal de Justiça do Estado de Minas Gerais
Agenda Oficial do Governador do Estado de Minas Gerais: - Visita nas regiões afetadas pelas chuvas para avaliaçãµes dos danos causados  em Manhuaá§u - MG.;;;PLANEJADA;;King Air - PT-WGS;;;26/01/2020;;BELO HORIZONTE;MANHUAÇU;Romeu Zema Neto;Governador do Estado de Minas Gerais;Secretaria-Geral do Estado de Minas Gerais
Agenda Oficial do Governador do Estado de Minas Gerais: - Visita nas regiões afetadas pelas chuvas para avaliaçãµes dos danos causados  em Manhuaá§u - MG.;;;PLANEJADA;;Dauphin - PR-DTG;;;26/01/2020;;MANHUAÇU;MANHUAÇU;Agostinho Célio Andrade Patrus;Deputado Estadual;Assembleia Legislativa de Minas Gerais
Agenda Oficial do Governador do Estado de Minas Gerais: - Visita nas regiões afetadas pelas chuvas para avaliaçãµes dos danos causados  em Manhuaá§u - MG.;;;PLANEJADA;;Dauphin - PR-DTG;;;26/01/2020;;MANHUAÇU;MANHUAÇU;Antônio Sérgio Tonet;Procurador Geral de Justiça de Minas Gerais;Ministério Público de Minas Gerais
Agenda Oficial do Governador do Estado de Minas Gerais: - Visita nas regiões afetadas pelas chuvas para avaliaçãµes dos danos causados  em Manhuaá§u - MG.;;;PLANEJADA;;Dauphin - PR-DTG;;;26/01/2020;;MANHUAÇU;MANHUAÇU;Equipe de Segurança;-;
Agenda Oficial do Governador do Estado de Minas Gerais: - Visita nas regiões afetadas pelas chuvas para avaliaçãµes dos danos causados  em Manhuaá§u - MG.;;;PLANEJADA;;Dauphin - PR-DTG;;;26/01/2020;;MANHUAÇU;MANHUAÇU;Maria Aparecida Magalháes Bifano;Prefeita de Manhuaçu;
Agenda Oficial do Governador do Estado de Minas Gerais: - Visita nas regiões afetadas pelas chuvas para avaliaçãµes dos danos causados  em Manhuaá§u - MG.;;;PLANEJADA;;Dauphin - PR-DTG;;;26/01/2020;;MANHUAÇU;MANHUAÇU;Nelson Missias de Morais;Desembargador/Presidente do TJMG;Tribunal de Justiça do Estado de Minas Gerais
Agenda Oficial do Governador do Estado de Minas Gerais: - Visita nas regiões afetadas pelas chuvas para avaliaçãµes dos danos causados  em Manhuaá§u - MG.;;;PLANEJADA;;Dauphin - PR-DTG;;;26/01/2020;;MANHUAÇU;MANHUAÇU;Romeu Zema Neto;Governador do Estado de Minas Gerais;Secretaria-Geral do Estado de Minas Gerais
